year,motor,running,wheel,color,car_type,status,motor_volume,price
2020,Բենզին,33000  մղոն,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,17500
2017,Բենզին,78000  մղոն,Ձախ,Վարդագույն,Սեդան,Գերազանց,2.0,13000
2017,Բենզին,53000  մղոն,Ձախ,Կապույտ,Ամենագնաց,Գերազանց,2.5,17800
2010,Բենզին,280000  կմ,Ձախ,Մոխրագույն,Սեդան,Նորմալ,2.0,8200
2016,Բենզին,93000  կմ,Ձախ,Սև,Սեդան,Լավ,2.0,14200
2019,Բենզին,33600  մղոն,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,17000
1995,Գազ,350000  կմ,Ձախ,Սև,Սեդան,Լավ,2.8,4200
2017,Բենզին,51500  մղոն,Ձախ,Սև,Ունիվերսալ,Գերազանց,2.0,18000
2013,Բենզին,152000  կմ,Ձախ,Սպիտակ,Սեդան,Լավ,2.0,15000
2005,Բենզին և գազ,190000  կմ,Ձախ,Արծաթագույն,Սեդան,Լավ,2.0,6700
2009,Բենզին,185000  մղոն,Ձախ,Սպիտակ,Սեդան,Լավ,2.0,7000
2017,Բենզին,90000  մղոն,Ձախ,Կապույտ,Ունիվերսալ,Վթարված,2.0,13100
2016,Բենզին,83000  մղոն,Ձախ,Այլ գույն,Սեդան,Գերազանց,1.8,10900
2000,Գազ,322000  կմ,Ձախ,Արծաթագույն,Սեդան,Լավ,2.0,15750
2021,Բենզին,26000  մղոն,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,24900
2012,Բենզին,120000  կմ,Ձախ,Սպիտակ,Սեդան,Լավ,2.0,13500
2020,Բենզին,86999  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,15400
2022,Բենզին,6500  կմ,Ձախ,Մոխրագույն,Սեդան,Լավ,2.0,25000
2018,Բենզին,120000  կմ,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,12300
2020,Բենզին,35000  մղոն,Ձախ,Կարմիր,Սեդան,Գերազանց,2.0,17600
2021,Բենզին,9000  մղոն,Ձախ,Սև,Ամենագնաց,Գերազանց,2.0,38000
2008,Բենզին,190000  կմ,Ձախ,Սև,Սեդան,Լավ,3.0,10500
2000,Գազ,260000  կմ,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,6300
2016,Բենզին,85000  մղոն,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,12300
2020,Բենզին,55094  կմ,Ձախ,Սև,Սեդան,Վթարված,2.0,15800
2018,Բենզին,30000  կմ,Ձախ,Սև,Ամենագնաց,Գերազանց,2.0,21500
2000,Բենզին և գազ,200000  կմ,Ձախ,Սև,Ունիվերսալ,Նորմալ,2.0,15750
2008,Բենզին,120000  մղոն,Ձախ,Կարմիր,Սեդան,Գերազանց,3.0,10500
2019,Բենզին,79500  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,1.6,28800
2013,Բենզին,92000  կմ,Ձախ,Սև,Սեդան,Լավ,2.0,9500
2017,Բենզին,30000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,14500
2019,Բենզին,50  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,21800
2016,Բենզին,75000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,1.8,19000
2008,Բենզին,170000  մղոն,Ձախ,Կարմիր,Սեդան,Գերազանց,3.0,10300
2019,Բենզին,85000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,15750
2019,Բենզին,28000  կմ,Ձախ,Սպիտակ,Հետչբեք,Գերազանց,2.0,17500
2019,Բենզին,19000  մղոն,Ձախ,Այլ գույն,Սեդան,Նոր,2.0,14800
2008,Դիզել,190000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.1,10500
2019,Բենզին,23000  մղոն,Ձախ,Արծաթագույն,Ամենագնաց,Գերազանց,2.0,23800
2015,Բենզին,68000  մղոն,Ձախ,Այլ գույն,Սեդան,Գերազանց,2.0,14100
2022,Բենզին,10  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,37800
2011,Բենզին,150000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,9300
2021,Բենզին,6000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,24000
2014,Բենզին,202000  կմ,Ձախ,Սպիտակ,Ամենագնաց,Լավ,2.0,15500
2019,Բենզին,46000  մղոն,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,16000
2017,Բենզին,70000  մղոն,Ձախ,Սև,Ամենագնաց,Գերազանց,2.5,18500
2017,Բենզին,50000  մղոն,Ձախ,Կապույտ,Սեդան,Վթարված,2.0,12500
2017,Բենզին,77000  մղոն,Ձախ,Սև,Սեդան,Նոր,2.0,12100
2012,Բենզին,120000  կմ,Ձախ,Սպիտակ,Սեդան,Լավ,2.0,16900
2017,Բենզին,42000  մղոն,Ձախ,Շագանակագույն,Սեդան,Գերազանց,2.0,12600
2018,Բենզին,91000  կմ,Ձախ,Սպիտակ,Հետչբեք,Գերազանց,2.0,15500
2016,Բենզին,56000  մղոն,Ձախ,Ոսկեգույն,Սեդան,Գերազանց,2.0,12900
2021,Բենզին,35000  մղոն,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,20000
2018,Բենզին,83000  մղոն,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,15800
2017,Բենզին,39000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,12700
2018,Բենզին,64000  կմ,Ձախ,Սպիտակ,Ամենագնաց,Վթարված,2.5,15200
2017,Բենզին,130000  կմ,Ձախ,Արծաթագույն,Սեդան,Լավ,2.0,35000
2018,Բենզին,54000  կմ,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,14000
2011,Բենզին և գազ,150000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,10500
2018,Բենզին,21000  մղոն,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,12900
2016,Բենզին,66000  մղոն,Ձախ,Արծաթագույն,Ամենագնաց,Գերազանց,2.0,14700
2019,Բենզին,60000  մղոն,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,18700
2020,Բենզին,36000  կմ,Ձախ,Սև,Սեդան,Գերազանց,1.6,33000
2013,Բենզին,112000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,13450
2017,Բենզին,81000  մղոն,Ձախ,Մոխրագույն,Ամենագնաց,Գերազանց,2.0,16300
2018,Բենզին,75000  մղոն,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,13500
1998,Բենզին,230000  մղոն,Ձախ,Սպիտակ,Սեդան,Լավ,2.8,6500
2021,Բենզին,90000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,24900
2019,Բենզին,75000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,15500
2014,Բենզին,190000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,16300
2005,Բենզին,185300  կմ,Ձախ,Սև,Սեդան,Լավ,2.0,6200
2017,Բենզին,30000  մղոն,Ձախ,Սև,Ամենագնաց,Գերազանց,2.0,16500
2018,Բենզին,73000  կմ,Ձախ,Սև,Ամենագնաց,Գերազանց,2.0,20000
2019,Բենզին,54000  մղոն,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,17500
2019,Բենզին,68000  մղոն,Ձախ,Արծաթագույն,Ունիվերսալ,Գերազանց,2.5,18400
2011,Գազ,220000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,1.8,10900
2016,Բենզին,110000  կմ,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,10900
2011,Բենզին,208000  կմ,Ձախ,Սպիտակ,Ունիվերսալ,Նորմալ,2.0,8800
2019,Բենզին,68000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,23500
2013,Բենզին,98000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,16300
2017,Բենզին,53000  կմ,Ձախ,Սև,Ամենագնաց,Գերազանց,2.5,20300
2018,Բենզին,63000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,17300
2016,Բենզին,36494  մղոն,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,15000
2011,Գազ,121000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,9500
2014,Գազ,79000  մղոն,Ձախ,Սպիտակ,Սեդան,Նորմալ,1.8,10800
2017,Բենզին,34000  մղոն,Ձախ,Սև,Ամենագնաց,Գերազանց,2.0,16500
2013,Գազ,214000  կմ,Ձախ,Սև,Սեդան,Գերազանց,1.6,10500
2020,Բենզին,42000  կմ,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,16000
2008,Գազ,340000  կմ,Ձախ,Սև,Սեդան,Լավ,2.0,7800
2012,Բենզին,87000  մղոն,Ձախ,Սպիտակ,Սեդան,Լավ,2.0,13000
2017,Բենզին,40000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,20000
2022,Բենզին,29000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,24000
2018,Բենզին,12000  կմ,Ձախ,Մոխրագույն,Ունիվերսալ,Գերազանց,2.0,15750
2017,Բենզին,92000  կմ,Ձախ,Այլ գույն,Ամենագնաց,Գերազանց,2.0,17500
2019,Բենզին,30000  մղոն,Ձախ,Այլ գույն,Սեդան,Գերազանց,2.0,17000
2018,Բենզին,72000  մղոն,Ձախ,Սև,Ամենագնաց,Գերազանց,2.0,16000
2021,Հիբրիդ,12000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,1.6,23400
2018,Բենզին,36500  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,26900
2016,Գազ,160000  մղոն,Ձախ,Սև,Սեդան,Լավ,2.0,12500
2019,Բենզին,44000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,21000
2022,Բենզին,25000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,23900
2020,Բենզին,42000  կմ,Ձախ,Մոխրագույն,Ամենագնաց,Գերազանց,2.0,20000
2022,Բենզին,20000  կմ,Ձախ,Այլ գույն,Սեդան,Գերազանց,2.0,31000
2016,Բենզին,77000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,28000
2018,Բենզին,85000  կմ,Ձախ,Սև,Ամենագնաց,Գերազանց,2.0,19000
2008,Բենզին,147500  մղոն,Ձախ,Արծաթագույն,Սեդան,Լավ,2.0,8300
2021,Բենզին,5180  մղոն,Ձախ,Սև,Սեդան,Վթարված,2.0,15600
2018,Բենզին,80000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,13500
2008,Բենզին,140000  մղոն,Ձախ,Սպիտակ,Սեդան,Լավ,2.0,11000
2021,Բենզին,54000  մղոն,Ձախ,Արծաթագույն,Սեդան,Գերազանց,1.8,19300
2008,Բենզին,270000  կմ,Ձախ,Մոխրագույն,Սեդան,Լավ,3.5,10500
2007,Բենզին և գազ,160000  կմ,Ձախ,Այլ գույն,Սեդան,Լավ,2.0,15750
2013,Գազ,170000  մղոն,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,8500
2014,Բենզին,98000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,16000
2018,Բենզին,70000  մղոն,Ձախ,Սև,Ամենագնաց,Նոր,2.0,18300
2018,Բենզին,113000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,17700
2021,Բենզին,6900  մղոն,Ձախ,Կապույտ,Ամենագնաց,Գերազանց,2.0,29900
2019,Բենզին,43000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,17300
2017,Բենզին,74000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,35000
2017,Բենզին,44000  մղոն,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,13200
2018,Բենզին,18500  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,32900
2004,Բենզին,302000  կմ,Ձախ,Արծաթագույն,Մինիվեն /  Միկրոավտոբուս,Գերազանց,2.0,5000
2008,Բենզին,132000  կմ,Ձախ,Սև,Սեդան,Լավ,2.0,13750
2022,Բենզին,20  կմ,Ձախ,Սպիտակ,Սեդան,Նոր,2.0,25800
2011,Գազ,168000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,8900
2018,Բենզին,79000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,13500
2020,Բենզին,60200  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,1.6,28500
2003,Գազ,203000  կմ,Ձախ,Սև,Սեդան,Լավ,1.8,6200
2019,Բենզին,66000  մղոն,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,17500
2020,Բենզին,33000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,23800
2017,Բենզին,58000  մղոն,Ձախ,Սպիտակ,Ունիվերսալ,Գերազանց,2.5,18700
2019,Բենզին,19500  կմ,Ձախ,Արծաթագույն,Սեդան,Լավ,2.0,15700
2016,Բենզին,130000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,40000
2011,Գազ,155000  մղոն,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,10300
2022,Բենզին,5000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,15750
2012,Բենզին,89000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,15500
2019,Բենզին,42504  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,31000
2020,Բենզին,26000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,15750
2016,Բենզին,43000  մղոն,Ձախ,Կապույտ,Սեդան,Լավ,2.0,14000
2013,Գազ,90000  մղոն,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,9200
2016,Բենզին,87000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,16500
2020,Բենզին,49000  մղոն,Ձախ,Մոխրագույն,Սեդան,Լավ,2.0,12700
1997,Գազ,209000  կմ,Ձախ,Կապույտ,Սեդան,Լավ,2.0,5700
2019,Բենզին,78000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,15750
2020,Բենզին,38000  մղոն,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,15500
2010,Բենզին,157000  կմ,Ձախ,Սպիտակ,Սեդան,Լավ,1.8,12000
2019,Բենզին,63800  մղոն,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,17900
2017,Բենզին,110000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,1.6,19000
2018,Բենզին,68000  մղոն,Ձախ,Սպիտակ,Հետչբեք,Գերազանց,2.0,11800
2019,Բենզին,22000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,17000
2017,Գազ,58000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,12900
2019,Բենզին,45000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,13700
2010,Բենզին,158000  մղոն,Ձախ,Սև,Սեդան,Լավ,2.0,7300
2008,Բենզին,190000  կմ,Ձախ,Սպիտակ,Սեդան,Լավ,3.0,14800
2011,Գազ,72000  մղոն,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,10200
2017,Բենզին,122000  մղոն,Ձախ,Արծաթագույն,Ունիվերսալ,Գերազանց,2.5,16500
2009,Գազ,145000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,13000
2018,Բենզին,73000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,12900
2019,Բենզին,66000  մղոն,Ձախ,Սպիտակ,Ամենագնաց,Գերազանց,2.0,21500
2013,Բենզին,180000  կմ,Ձախ,Սպիտակ,Սեդան,Լավ,1.8,12500
2020,Բենզին,29000  մղոն,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,16000
2011,Բենզին,230000  կմ,Ձախ,Սև,Սեդան,Լավ,1.6,8600
2017,Բենզին,100000  մղոն,Ձախ,Կարմիր,Ամենագնաց,Գերազանց,2.5,16000
2019,Բենզին,44500  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,18000
2019,Բենզին,30200  մղոն,Ձախ,Սև,Սեդան,Լավ,2.0,15500
2017,Բենզին,56000  կմ,Ձախ,Մոխրագույն,Ամենագնաց,Գերազանց,2.5,18900
2017,Բենզին,77000  մղոն,Ձախ,Այլ գույն,Սեդան,Գերազանց,2.0,13000
2017,Բենզին,78000  մղոն,Ձախ,Սև,Ունիվերսալ,Գերազանց,2.5,17500
2012,Բենզին,183000  մղոն,Ձախ,Սև,Սեդան,Լավ,2.0,7900
2017,Բենզին,60000  մղոն,Ձախ,Արծաթագույն,Սեդան,Լավ,2.0,12000
2020,Բենզին,19000  մղոն,Ձախ,Սև,Ամենագնաց,Գերազանց,2.0,19500
2019,Բենզին,46000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,16600
2020,Բենզին,128000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,14500
2020,Բենզին,300000  կմ,Ձախ,Սպիտակ,Սեդան,Նորմալ,2.0,13000
2015,Բենզին,190000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,26700
1997,Բենզին և գազ,180000  կմ,Ձախ,Կապույտ,Սեդան,Լավ,1.8,15750
2018,Բենզին,59000  մղոն,Ձախ,Կապույտ,Սեդան,Լավ,2.0,13500
2008,Բենզին և գազ,150000  կմ,Ձախ,Կանաչ,Սեդան,Գերազանց,1.8,9500
2017,Բենզին,43000  մղոն,Ձախ,Սև,Ամենագնաց,Գերազանց,2.0,17600
2017,Բենզին,146000  կմ,Ձախ,Արծաթագույն,Ամենագնաց,Լավ,2.0,14600
2008,Բենզին,205000  կմ,Ձախ,Ոսկեգույն,Սեդան,Նորմալ,2.0,15750
2020,Բենզին,60000  մղոն,Ձախ,Սև,Սեդան,Նոր,2.0,15000
2016,Բենզին,85000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,15300
2018,Գազ,83000  մղոն,Ձախ,Կարմիր,Ունիվերսալ,Գերազանց,2.0,14900
2016,Գազ,115000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,16500
2020,Բենզին,67500  կմ,Ձախ,Սև,Սեդան,Գերազանց,1.8,18500
1999,Գազ,277000  կմ,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,6000
1998,Բենզին,152000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,4600
2021,Բենզին,18211  մղոն,Ձախ,Մոխրագույն,Ամենագնաց,Գերազանց,2.5,35000
2011,Գազ,145000  կմ,Ձախ,Սև,Սեդան,Լավ,1.8,15750
2015,Բենզին,42000  մղոն,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,11500
2021,Բենզին,27000  կմ,Ձախ,Կարմիր,Ամենագնաց,Նոր,2.5,30000
2023,Բենզին,12500  կմ,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,26000
2019,Բենզին,37000  մղոն,Ձախ,Կարմիր,Սեդան,Գերազանց,2.0,14400
2019,Բենզին,21000  կմ,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,14900
2018,Բենզին,57000  մղոն,Ձախ,Կարմիր,Սեդան,Գերազանց,2.0,16000
1995,Գազ,350000  կմ,Ձախ,Արծաթագույն,Սեդան,Լավ,2.0,6000
2020,Բենզին,37000  մղոն,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,15000
2018,Բենզին,100000  մղոն,Ձախ,Արծաթագույն,Ամենագնաց,Գերազանց,2.0,17500
2017,Բենզին,48000  մղոն,Ձախ,Այլ գույն,Ամենագնաց,Գերազանց,2.0,17000
2017,Բենզին,93000  կմ,Ձախ,Սպիտակ,Ամենագնաց,Գերազանց,2.0,15600
2011,Բենզին,105000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,12000
2015,Բենզին,90000  մղոն,Ձախ,Բալագույն,Ամենագնաց,Գերազանց,2.0,14900
2021,Բենզին,9000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,26000
2015,Բենզին,120000  կմ,Ձախ,Բալագույն,Սեդան,Գերազանց,2.0,25500
2022,Բենզին,4000  կմ,Ձախ,Սև,Հետչբեք,Գերազանց,2.0,25000
2016,Բենզին,74000  մղոն,Ձախ,Այլ գույն,Սեդան,Գերազանց,2.0,14700
2020,Բենզին,17000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,18500
2019,Բենզին,58000  մղոն,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,15500
2009,Բենզին,123000  մղոն,Ձախ,Կարմիր,Սեդան,Գերազանց,2.0,12000
2021,Բենզին,7700  կմ,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,25500
2017,Բենզին,20000  կմ,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,32800
2016,Բենզին,103000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,25000
1998,Բենզին,155000  կմ,Ձախ,Այլ գույն,Սեդան,Գերազանց,2.0,7000
2009,Գազ,160  կմ,Ձախ,Շագանակագույն,Սեդան,Լավ,2.0,11700
2020,Բենզին,52000  մղոն,Ձախ,Մոխրագույն,Ամենագնաց,Գերազանց,2.0,19000
2019,Բենզին,29000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,23500
2023,Բենզին,50  կմ,Ձախ,Շագանակագույն,Սեդան,Լավ,1.2,24000
2019,Բենզին,57800  մղոն,Ձախ,Մանուշակագույն,Սեդան,Լավ,2.0,16500
2008,Բենզին,102000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,3.0,11800
2016,Բենզին,100000  կմ,Ձախ,Սև,Սեդան,Գերազանց,1.6,17500
2016,Բենզին,69000  մղոն,Ձախ,Մոխրագույն,Սեդան,Լավ,2.0,12000
2015,Բենզին,111111  մղոն,Ձախ,Սպիտակ,Սեդան,Լավ,2.0,11300
2017,Բենզին,47900  մղոն,Ձախ,Կարմիր,Ամենագնաց,Գերազանց,2.0,16500
2018,Գազ,67000  կմ,Ձախ,Կապույտ,Սեդան,Լավ,2.0,15500
2018,Բենզին,83600  կմ,Ձախ,Մոխրագույն,Ամենագնաց,Գերազանց,2.5,18500
2017,Բենզին,180000  կմ,Ձախ,Սպիտակ,Ամենագնաց,Գերազանց,2.0,17500
2018,Բենզին,69000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,25400
2017,Բենզին,120000  մղոն,Ձախ,Սպիտակ,Սեդան,Լավ,2.0,12400
2014,Բենզին,170000  կմ,Ձախ,Սև,Սեդան,Լավ,2.0,16500
2018,Բենզին,68900  մղոն,Ձախ,Կապույտ,Ամենագնաց,Լավ,2.0,19500
2019,Բենզին,31000  մղոն,Ձախ,Սև,Ամենագնաց,Գերազանց,2.0,19500
2022,Բենզին,20  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,28500
